
  ZVRE, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  6.10000000000E+07     ; 6.40000000000E+07   ; Hz                  ; 1601      ; S11           ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  S                     ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reS11        ; imS11         
   6.19075000000E+07; -0.831704     ;-0.482833     
   6.19093750000E+07; -0.833962     ;-0.482181     
   6.19112500000E+07; -0.835775     ;-0.479011     
   6.19131250000E+07; -0.837175     ;-0.476394     
   6.19150000000E+07; -0.836479     ;-0.478673     
   6.19168750000E+07; -0.834593     ;-0.476865     
   6.19187500000E+07; -0.837812     ;-0.476894     
   6.19206250000E+07; -0.839612     ;-0.472119     
   6.19225000000E+07; -0.839375     ;-0.473587     
   6.19243750000E+07; -0.839105     ;-0.475802     
   6.19262500000E+07; -0.838618     ;-0.471709     
   6.19281250000E+07; -0.840474     ;-0.469833     
   6.19300000000E+07; -0.841754     ;-0.47111      
   6.19318750000E+07; -0.839247     ;-0.468766     
   6.19337500000E+07; -0.840394     ;-0.466383     
   6.19356250000E+07; -0.84227      ;-0.467214     
   6.19375000000E+07; -0.843434     ;-0.468098     
   6.19393750000E+07; -0.844222     ;-0.464854     
   6.19412500000E+07; -0.845319     ;-0.465669     
   6.19431250000E+07; -0.845376     ;-0.464604     
   6.19450000000E+07; -0.84533      ;-0.462891     
   6.19468750000E+07; -0.844528     ;-0.461031     
   6.19487500000E+07; -0.844768     ;-0.460729     
   6.19506250000E+07; -0.847547     ;-0.460778     
   6.19525000000E+07; -0.847714     ;-0.459685     
   6.19543750000E+07; -0.850039     ;-0.457064     
   6.19562500000E+07; -0.846323     ;-0.454759     
   6.19581250000E+07; -0.84914      ;-0.451661     
   6.19600000000E+07; -0.848822     ;-0.454548     
   6.19618750000E+07; -0.849456     ;-0.45324      
   6.19637500000E+07; -0.848093     ;-0.452158     
   6.19656250000E+07; -0.848597     ;-0.44886      
   6.19675000000E+07; -0.850915     ;-0.45142      
   6.19693750000E+07; -0.850832     ;-0.45244      
   6.19712500000E+07; -0.850816     ;-0.447051     
   6.19731250000E+07; -0.853038     ;-0.445599     
   6.19750000000E+07; -0.852524     ;-0.444717     
   6.19768750000E+07; -0.853499     ;-0.44552      
   6.19787500000E+07; -0.855639     ;-0.443634     
   6.19806250000E+07; -0.85247      ;-0.442765     
   6.19825000000E+07; -0.854862     ;-0.442313     
   6.19843750000E+07; -0.85585      ;-0.442561     
   6.19862500000E+07; -0.856319     ;-0.439246     
   6.19881250000E+07; -0.857459     ;-0.436318     
   6.19900000000E+07; -0.854672     ;-0.438045     
   6.19918750000E+07; -0.856955     ;-0.435892     
   6.19937500000E+07; -0.857798     ;-0.434098     
   6.19956250000E+07; -0.86024      ;-0.432086     
   6.19975000000E+07; -0.857246     ;-0.432651     
   6.19993750000E+07; -0.861046     ;-0.429319     
   6.20012500000E+07; -0.861317     ;-0.429717     
   6.20031250000E+07; -0.862035     ;-0.429208     
   6.20050000000E+07; -0.858411     ;-0.428849     
   6.20068750000E+07; -0.861447     ;-0.427294     
   6.20087500000E+07; -0.861243     ;-0.427638     
   6.20106250000E+07; -0.863244     ;-0.427173     
   6.20125000000E+07; -0.864483     ;-0.423273     
   6.20143750000E+07; -0.860297     ;-0.423162     
   6.20162500000E+07; -0.866039     ;-0.425094     
   6.20181250000E+07; -0.865204     ;-0.422661     
   6.20200000000E+07; -0.864583     ;-0.419458     
   6.20218750000E+07; -0.865605     ;-0.419341     
   6.20237500000E+07; -0.865905     ;-0.420201     
   6.20256250000E+07; -0.865304     ;-0.417354     
   6.20275000000E+07; -0.863537     ;-0.416837     
   6.20293750000E+07; -0.868125     ;-0.415477     
   6.20312500000E+07; -0.868959     ;-0.415628     
   6.20331250000E+07; -0.867398     ;-0.413108     
   6.20350000000E+07; -0.868166     ;-0.411515     
   6.20368750000E+07; -0.870153     ;-0.411421     
   6.20387500000E+07; -0.87113      ;-0.408723     
   6.20406250000E+07; -0.87024      ;-0.408217     
   6.20425000000E+07; -0.869615     ;-0.407205     
   6.20443750000E+07; -0.871726     ;-0.407212     
   6.20462500000E+07; -0.873733     ;-0.403014     
   6.20481250000E+07; -0.873035     ;-0.403146     
   6.20500000000E+07; -0.872168     ;-0.403132     
   6.20518750000E+07; -0.875188     ;-0.402211     
   6.20537500000E+07; -0.874726     ;-0.400274     
   6.20556250000E+07; -0.87313      ;-0.400742     
   6.20575000000E+07; -0.874162     ;-0.398625     
   6.20593750000E+07; -0.874924     ;-0.396942     
   6.20612500000E+07; -0.878385     ;-0.395727     
   6.20631250000E+07; -0.877347     ;-0.394272     
   6.20650000000E+07; -0.876367     ;-0.3941       
   6.20668750000E+07; -0.878372     ;-0.392064     
   6.20687500000E+07; -0.879554     ;-0.39228      
   6.20706250000E+07; -0.880016     ;-0.38973      
   6.20725000000E+07; -0.880649     ;-0.391773     
   6.20743750000E+07; -0.878894     ;-0.391559     
   6.20762500000E+07; -0.879798     ;-0.386868     
   6.20781250000E+07; -0.879795     ;-0.386266     
   6.20800000000E+07; -0.881383     ;-0.383217     
   6.20818750000E+07; -0.883823     ;-0.382925     
   6.20837500000E+07; -0.882127     ;-0.384143     
   6.20856250000E+07; -0.882444     ;-0.381509     
   6.20875000000E+07; -0.879474     ;-0.380725     
   6.20893750000E+07; -0.883138     ;-0.37997      
   6.20912500000E+07; -0.884285     ;-0.377078     
   6.20931250000E+07; -0.881803     ;-0.375053     
   6.20950000000E+07; -0.885096     ;-0.374096     
   6.20968750000E+07; -0.885017     ;-0.374606     
   6.20987500000E+07; -0.886022     ;-0.37521      
   6.21006250000E+07; -0.886722     ;-0.371873     
   6.21025000000E+07; -0.886599     ;-0.372139     
   6.21043750000E+07; -0.887571     ;-0.370866     
   6.21062500000E+07; -0.887977     ;-0.369298     
   6.21081250000E+07; -0.888848     ;-0.37033      
   6.21100000000E+07; -0.889992     ;-0.363382     
   6.21118750000E+07; -0.891093     ;-0.362416     
   6.21137500000E+07; -0.892379     ;-0.363031     
   6.21156250000E+07; -0.887276     ;-0.363508     
   6.21175000000E+07; -0.890247     ;-0.362046     
   6.21193750000E+07; -0.890926     ;-0.36177      
   6.21212500000E+07; -0.890699     ;-0.361613     
   6.21231250000E+07; -0.894524     ;-0.357072     
   6.21250000000E+07; -0.8944       ;-0.358869     
   6.21268750000E+07; -0.893052     ;-0.358821     
   6.21287500000E+07; -0.893209     ;-0.356171     
   6.21306250000E+07; -0.895001     ;-0.353579     
   6.21325000000E+07; -0.894017     ;-0.354144     
   6.21343750000E+07; -0.894477     ;-0.352051     
   6.21362500000E+07; -0.893816     ;-0.351192     
   6.21381250000E+07; -0.895203     ;-0.351256     
   6.21400000000E+07; -0.895539     ;-0.348979     
   6.21418750000E+07; -0.895556     ;-0.347382     
   6.21437500000E+07; -0.896987     ;-0.345803     
   6.21456250000E+07; -0.897578     ;-0.342814     
   6.21475000000E+07; -0.897339     ;-0.342898     
   6.21493750000E+07; -0.895749     ;-0.342901     
   6.21512500000E+07; -0.897475     ;-0.340424     
   6.21531250000E+07; -0.897884     ;-0.337758     
   6.21550000000E+07; -0.898759     ;-0.337715     
   6.21568750000E+07; -0.898835     ;-0.335979     
   6.21587500000E+07; -0.899731     ;-0.337018     
   6.21606250000E+07; -0.900598     ;-0.332746     
   6.21625000000E+07; -0.899258     ;-0.333966     
   6.21643750000E+07; -0.901655     ;-0.333525     
   6.21662500000E+07; -0.901369     ;-0.33306      
   6.21681250000E+07; -0.900631     ;-0.331215     
   6.21700000000E+07; -0.902203     ;-0.331351     
   6.21718750000E+07; -0.90444      ;-0.32802      
   6.21737500000E+07; -0.901205     ;-0.324808     
   6.21756250000E+07; -0.904408     ;-0.326876     
   6.21775000000E+07; -0.901151     ;-0.323615     
   6.21793750000E+07; -0.904172     ;-0.32215      
   6.21812500000E+07; -0.905        ;-0.320209     
   6.21831250000E+07; -0.905577     ;-0.320402     
   6.21850000000E+07; -0.907141     ;-0.315895     
   6.21868750000E+07; -0.905511     ;-0.315404     
   6.21887500000E+07; -0.906223     ;-0.315056     
   6.21906250000E+07; -0.909451     ;-0.312095     
   6.21925000000E+07; -0.905766     ;-0.312973     
   6.21943750000E+07; -0.90838      ;-0.312429     
   6.21962500000E+07; -0.909164     ;-0.30941      
   6.21981250000E+07; -0.909106     ;-0.310083     
   6.22000000000E+07; -0.908968     ;-0.307501     
   6.22018750000E+07; -0.908283     ;-0.305523     
   6.22037500000E+07; -0.909519     ;-0.305767     
   6.22056250000E+07; -0.912734     ;-0.301741     
   6.22075000000E+07; -0.909703     ;-0.301783     
   6.22093750000E+07; -0.912029     ;-0.303785     
   6.22112500000E+07; -0.912236     ;-0.300277     
   6.22131250000E+07; -0.912985     ;-0.300034     
   6.22150000000E+07; -0.913242     ;-0.297639     
   6.22168750000E+07; -0.913125     ;-0.296953     
   6.22187500000E+07; -0.91396      ;-0.295218     
   6.22206250000E+07; -0.912219     ;-0.2939       
   6.22225000000E+07; -0.911626     ;-0.290841     
   6.22243750000E+07; -0.912687     ;-0.28999      
   6.22262500000E+07; -0.915312     ;-0.290946     
   6.22281250000E+07; -0.91479      ;-0.28742      
   6.22300000000E+07; -0.915318     ;-0.288279     
   6.22318750000E+07; -0.917459     ;-0.285305     
   6.22337500000E+07; -0.91928      ;-0.285754     
   6.22356250000E+07; -0.916821     ;-0.279146     
   6.22375000000E+07; -0.916919     ;-0.280877     
   6.22393750000E+07; -0.917398     ;-0.280876     
   6.22412500000E+07; -0.919362     ;-0.279284     
   6.22431250000E+07; -0.918916     ;-0.274792     
   6.22450000000E+07; -0.917396     ;-0.276753     
   6.22468750000E+07; -0.916973     ;-0.274368     
   6.22487500000E+07; -0.918828     ;-0.272733     
   6.22506250000E+07; -0.921278     ;-0.272576     
   6.22525000000E+07; -0.919154     ;-0.269987     
   6.22543750000E+07; -0.920561     ;-0.269775     
   6.22562500000E+07; -0.920532     ;-0.267739     
   6.22581250000E+07; -0.923108     ;-0.264849     
   6.22600000000E+07; -0.921961     ;-0.264085     
   6.22618750000E+07; -0.924262     ;-0.261184     
   6.22637500000E+07; -0.921776     ;-0.262473     
   6.22656250000E+07; -0.922613     ;-0.26122      
   6.22675000000E+07; -0.922621     ;-0.260282     
   6.22693750000E+07; -0.922861     ;-0.256499     
   6.22712500000E+07; -0.92113      ;-0.254782     
   6.22731250000E+07; -0.922181     ;-0.252447     
   6.22750000000E+07; -0.924667     ;-0.25178      
   6.22768750000E+07; -0.923379     ;-0.253352     
   6.22787500000E+07; -0.923198     ;-0.249514     
   6.22806250000E+07; -0.92723      ;-0.249204     
   6.22825000000E+07; -0.925876     ;-0.244224     
   6.22843750000E+07; -0.926255     ;-0.244143     
   6.22862500000E+07; -0.924001     ;-0.24471      
   6.22881250000E+07; -0.92898      ;-0.243526     
   6.22900000000E+07; -0.928357     ;-0.239399     
   6.22918750000E+07; -0.928116     ;-0.23744      
   6.22937500000E+07; -0.927774     ;-0.237887     
   6.22956250000E+07; -0.927685     ;-0.236751     
   6.22975000000E+07; -0.927874     ;-0.233724     
   6.22993750000E+07; -0.928558     ;-0.232928     
   6.23012500000E+07; -0.924925     ;-0.230333     
   6.23031250000E+07; -0.929962     ;-0.229592     
   6.23050000000E+07; -0.930287     ;-0.22721      
   6.23068750000E+07; -0.929579     ;-0.226508     
   6.23087500000E+07; -0.930916     ;-0.222954     
   6.23106250000E+07; -0.930257     ;-0.223935     
   6.23125000000E+07; -0.930572     ;-0.222302     
   6.23143750000E+07; -0.930909     ;-0.220097     
   6.23162500000E+07; -0.933678     ;-0.219296     
   6.23181250000E+07; -0.930786     ;-0.217489     
   6.23200000000E+07; -0.933084     ;-0.214399     
   6.23218750000E+07; -0.933762     ;-0.213237     
   6.23237500000E+07; -0.933235     ;-0.210919     
   6.23256250000E+07; -0.931705     ;-0.210517     
   6.23275000000E+07; -0.934251     ;-0.208752     
   6.23293750000E+07; -0.933645     ;-0.207515     
   6.23312500000E+07; -0.934254     ;-0.205389     
   6.23331250000E+07; -0.934722     ;-0.201996     
   6.23350000000E+07; -0.935577     ;-0.202693     
   6.23368750000E+07; -0.934687     ;-0.19928      
   6.23387500000E+07; -0.934498     ;-0.198608     
   6.23406250000E+07; -0.935788     ;-0.194357     
   6.23425000000E+07; -0.934699     ;-0.194508     
   6.23443750000E+07; -0.935047     ;-0.192843     
   6.23462500000E+07; -0.936994     ;-0.188821     
   6.23481250000E+07; -0.934767     ;-0.19004      
   6.23500000000E+07; -0.935812     ;-0.189145     
   6.23518750000E+07; -0.935632     ;-0.18728      
   6.23537500000E+07; -0.937815     ;-0.184907     
   6.23556250000E+07; -0.935773     ;-0.183543     
   6.23575000000E+07; -0.933044     ;-0.179461     
   6.23593750000E+07; -0.937881     ;-0.180232     
   6.23612500000E+07; -0.935867     ;-0.178059     
   6.23631250000E+07; -0.938028     ;-0.175618     
   6.23650000000E+07; -0.939505     ;-0.17265      
   6.23668750000E+07; -0.937111     ;-0.170927     
   6.23687500000E+07; -0.938009     ;-0.16894      
   6.23706250000E+07; -0.938273     ;-0.167047     
   6.23725000000E+07; -0.939349     ;-0.16461      
   6.23743750000E+07; -0.940093     ;-0.163296     
   6.23762500000E+07; -0.940062     ;-0.161402     
   6.23781250000E+07; -0.941309     ;-0.160759     
   6.23800000000E+07; -0.939575     ;-0.157637     
   6.23818750000E+07; -0.939549     ;-0.155244     
   6.23837500000E+07; -0.941068     ;-0.152979     
   6.23856250000E+07; -0.939936     ;-0.151852     
   6.23875000000E+07; -0.942335     ;-0.149987     
   6.23893750000E+07; -0.94259      ;-0.147232     
   6.23912500000E+07; -0.940908     ;-0.146561     
   6.23931250000E+07; -0.941361     ;-0.142442     
   6.23950000000E+07; -0.944507     ;-0.142597     
   6.23968750000E+07; -0.942861     ;-0.138878     
   6.23987500000E+07; -0.940333     ;-0.138563     
   6.24006250000E+07; -0.942878     ;-0.135507     
   6.24025000000E+07; -0.940283     ;-0.132983     
   6.24043750000E+07; -0.943601     ;-0.131642     
   6.24062500000E+07; -0.942107     ;-0.127356     
   6.24081250000E+07; -0.942678     ;-0.126398     
   6.24100000000E+07; -0.941568     ;-0.124849     
   6.24118750000E+07; -0.941098     ;-0.121195     
   6.24137500000E+07; -0.941732     ;-0.119176     
   6.24156250000E+07; -0.942337     ;-0.118684     
   6.24175000000E+07; -0.942574     ;-0.115258     
   6.24193750000E+07; -0.942743     ;-0.113404     
   6.24212500000E+07; -0.942721     ;-0.109909     
   6.24231250000E+07; -0.944452     ;-0.105137     
   6.24250000000E+07; -0.943081     ;-0.104607     
   6.24268750000E+07; -0.944292     ;-0.103727     
   6.24287500000E+07; -0.944046     ;-0.0981645    
   6.24306250000E+07; -0.943573     ;-0.0976621    
   6.24325000000E+07; -0.943157     ;-0.0929397    
   6.24343750000E+07; -0.942377     ;-0.0926495    
   6.24362500000E+07; -0.942931     ;-0.0907839    
   6.24381250000E+07; -0.941506     ;-0.0900828    
   6.24400000000E+07; -0.941103     ;-0.0854098    
   6.24418750000E+07; -0.943937     ;-0.0820515    
   6.24437500000E+07; -0.942062     ;-0.0790908    
   6.24456250000E+07; -0.943422     ;-0.0765329    
   6.24475000000E+07; -0.941072     ;-0.0741373    
   6.24493750000E+07; -0.944451     ;-0.0716157    
   6.24512500000E+07; -0.942071     ;-0.068996     
   6.24531250000E+07; -0.942483     ;-0.0660911    
   6.24550000000E+07; -0.941004     ;-0.0622104    
   6.24568750000E+07; -0.942976     ;-0.0612345    
   6.24587500000E+07; -0.942513     ;-0.0575406    
   6.24606250000E+07; -0.939431     ;-0.0536444    
   6.24625000000E+07; -0.939158     ;-0.0501834    
   6.24643750000E+07; -0.940359     ;-0.0452954    
   6.24662500000E+07; -0.941147     ;-0.0431514    
   6.24681250000E+07; -0.938644     ;-0.0421372    
   6.24700000000E+07; -0.940631     ;-0.0404419    
   6.24718750000E+07; -0.939609     ;-0.0336354    
   6.24737500000E+07; -0.937852     ;-0.0315196    
   6.24756250000E+07; -0.939427     ;-0.0278415    
   6.24775000000E+07; -0.938259     ;-0.023694     
   6.24793750000E+07; -0.937523     ;-0.0227653    
   6.24812500000E+07; -0.938389     ;-0.0170939    
   6.24831250000E+07; -0.935362     ;-0.0144916    
   6.24850000000E+07; -0.936863     ;-0.0128396    
   6.24868750000E+07; -0.936916     ;-0.00687859   
   6.24887500000E+07; -0.935183     ;-0.00284207   
   6.24906250000E+07; -0.934597     ;-1.75047E-05  
   6.24925000000E+07; -0.932511     ; 0.00467078   
   6.24943750000E+07; -0.930091     ; 0.00666622   
   6.24962500000E+07; -0.932979     ; 0.0131561    
   6.24981250000E+07; -0.932099     ; 0.0157539    
   6.25000000000E+07; -0.927509     ; 0.019355     
   6.25018750000E+07; -0.930413     ; 0.0239991    
   6.25037500000E+07; -0.928229     ; 0.0279375    
   6.25056250000E+07; -0.928791     ; 0.0345554    
   6.25075000000E+07; -0.926924     ; 0.036302     
   6.25093750000E+07; -0.925371     ; 0.042606     
   6.25112500000E+07; -0.924649     ; 0.0456771    
   6.25131250000E+07; -0.922852     ; 0.0523447    
   6.25150000000E+07; -0.920132     ; 0.0541851    
   6.25168750000E+07; -0.919298     ; 0.0598453    
   6.25187500000E+07; -0.91888      ; 0.0648888    
   6.25206250000E+07; -0.915952     ; 0.0703755    
   6.25225000000E+07; -0.913486     ; 0.0756321    
   6.25243750000E+07; -0.913133     ; 0.0796646    
   6.25262500000E+07; -0.913003     ; 0.085211     
   6.25281250000E+07; -0.909215     ; 0.09151      
   6.25300000000E+07; -0.905178     ; 0.0969255    
   6.25318750000E+07; -0.904943     ; 0.102852     
   6.25337500000E+07; -0.901038     ; 0.107833     
   6.25356250000E+07; -0.898229     ; 0.113129     
   6.25375000000E+07; -0.896511     ; 0.120318     
   6.25393750000E+07; -0.893549     ; 0.126236     
   6.25412500000E+07; -0.888729     ; 0.131288     
   6.25431250000E+07; -0.888911     ; 0.138001     
   6.25450000000E+07; -0.884264     ; 0.143859     
   6.25468750000E+07; -0.87959      ; 0.150766     
   6.25487500000E+07; -0.879043     ; 0.157728     
   6.25506250000E+07; -0.873        ; 0.166476     
   6.25525000000E+07; -0.86896      ; 0.172764     
   6.25543750000E+07; -0.862978     ; 0.17948      
   6.25562500000E+07; -0.860286     ; 0.185979     
   6.25581250000E+07; -0.852225     ; 0.190581     
   6.25600000000E+07; -0.845351     ; 0.201634     
   6.25618750000E+07; -0.843032     ; 0.209491     
   6.25637500000E+07; -0.835474     ; 0.217803     
   6.25656250000E+07; -0.828379     ; 0.224214     
   6.25675000000E+07; -0.82321      ; 0.23386      
   6.25693750000E+07; -0.816934     ; 0.244153     
   6.25712500000E+07; -0.80718      ; 0.25153      
   6.25731250000E+07; -0.799092     ; 0.259086     
   6.25750000000E+07; -0.791224     ; 0.268112     
   6.25768750000E+07; -0.78201      ; 0.278624     
   6.25787500000E+07; -0.769175     ; 0.28547      
   6.25806250000E+07; -0.760991     ; 0.293259     
   6.25825000000E+07; -0.747729     ; 0.303393     
   6.25843750000E+07; -0.734358     ; 0.312263     
   6.25862500000E+07; -0.72283      ; 0.321481     
   6.25881250000E+07; -0.708277     ; 0.330681     
   6.25900000000E+07; -0.69222      ; 0.339293     
   6.25918750000E+07; -0.675515     ; 0.347034     
   6.25937500000E+07; -0.659735     ; 0.355013     
   6.25956250000E+07; -0.641303     ; 0.365162     
   6.25975000000E+07; -0.62158      ; 0.370619     
   6.25993750000E+07; -0.600316     ; 0.377271     
   6.26012500000E+07; -0.578974     ; 0.383427     
   6.26031250000E+07; -0.556478     ; 0.388748     
   6.26050000000E+07; -0.530918     ; 0.393385     
   6.26068750000E+07; -0.503985     ; 0.395046     
   6.26087500000E+07; -0.47608      ; 0.397819     
   6.26106250000E+07; -0.449548     ; 0.395248     
   6.26125000000E+07; -0.418284     ; 0.394956     
   6.26143750000E+07; -0.38618      ; 0.388871     
   6.26162500000E+07; -0.353818     ; 0.384992     
   6.26181250000E+07; -0.319697     ; 0.373503     
   6.26200000000E+07; -0.286942     ; 0.36078      
   6.26218750000E+07; -0.253541     ; 0.345304     
   6.26237500000E+07; -0.218889     ; 0.327382     
   6.26256250000E+07; -0.186579     ; 0.304534     
   6.26275000000E+07; -0.153857     ; 0.278461     
   6.26293750000E+07; -0.12444      ; 0.248586     
   6.26312500000E+07; -0.0945967    ; 0.215743     
   6.26331250000E+07; -0.0691429    ; 0.178412     
   6.26350000000E+07; -0.0466496    ; 0.138832     
   6.26368750000E+07; -0.0283586    ; 0.0967774    
   6.26387500000E+07; -0.0134266    ; 0.0533054    
   6.26406250000E+07; -0.00357626   ; 0.00706144   
   6.26425000000E+07;  0.0015781    ;-0.0389028    
   6.26443750000E+07;  0.00301528   ;-0.0848181    
   6.26462500000E+07; -0.000573676  ;-0.131289     
   6.26481250000E+07; -0.00771413   ;-0.175779     
   6.26500000000E+07; -0.020715     ;-0.218105     
   6.26518750000E+07; -0.0366242    ;-0.25882      
   6.26537500000E+07; -0.054803     ;-0.297619     
   6.26556250000E+07; -0.0748965    ;-0.33322      
   6.26575000000E+07; -0.0992497    ;-0.3659       
   6.26593750000E+07; -0.123981     ;-0.393203     
   6.26612500000E+07; -0.151391     ;-0.419494     
   6.26631250000E+07; -0.178254     ;-0.44184      
   6.26650000000E+07; -0.20696      ;-0.462012     
   6.26668750000E+07; -0.234259     ;-0.479492     
   6.26687500000E+07; -0.262684     ;-0.492776     
   6.26706250000E+07; -0.289745     ;-0.506779     
   6.26725000000E+07; -0.31626      ;-0.516929     
   6.26743750000E+07; -0.34096      ;-0.525843     
   6.26762500000E+07; -0.368211     ;-0.531859     
   6.26781250000E+07; -0.391347     ;-0.534317     
   6.26800000000E+07; -0.41573      ;-0.536492     
   6.26818750000E+07; -0.438213     ;-0.541213     
   6.26837500000E+07; -0.460288     ;-0.542904     
   6.26856250000E+07; -0.480452     ;-0.54031      
   6.26875000000E+07; -0.499599     ;-0.539743     
   6.26893750000E+07; -0.519576     ;-0.537488     
   6.26912500000E+07; -0.538273     ;-0.534544     
   6.26931250000E+07; -0.555755     ;-0.531553     
   6.26950000000E+07; -0.570569     ;-0.528876     
   6.26968750000E+07; -0.585161     ;-0.52523      
   6.26987500000E+07; -0.601237     ;-0.523853     
   6.27006250000E+07; -0.613628     ;-0.517552     
   6.27025000000E+07; -0.627482     ;-0.51291      
   6.27043750000E+07; -0.640492     ;-0.506479     
   6.27062500000E+07; -0.651424     ;-0.503384     
   6.27081250000E+07; -0.662838     ;-0.496859     
   6.27100000000E+07; -0.676413     ;-0.491616     
   6.27118750000E+07; -0.683711     ;-0.48777      
   6.27137500000E+07; -0.692766     ;-0.479726     
   6.27156250000E+07; -0.703568     ;-0.474781     
   6.27175000000E+07; -0.713468     ;-0.47173      
   6.27193750000E+07; -0.720454     ;-0.464628     
   6.27212500000E+07; -0.72937      ;-0.460964     
   6.27231250000E+07; -0.736737     ;-0.454472     
   6.27250000000E+07; -0.742474     ;-0.448443     
   6.27268750000E+07; -0.751956     ;-0.446081     
   6.27287500000E+07; -0.757617     ;-0.440585     
   6.27306250000E+07; -0.763096     ;-0.435207     
   6.27325000000E+07; -0.767468     ;-0.429716     
   6.27343750000E+07; -0.776501     ;-0.422998     
   6.27362500000E+07; -0.78051      ;-0.41959      
   6.27381250000E+07; -0.786145     ;-0.41455      
   6.27400000000E+07; -0.790493     ;-0.411529     
   6.27418750000E+07; -0.796753     ;-0.402555     
   6.27437500000E+07; -0.801136     ;-0.400496     
   6.27456250000E+07; -0.806007     ;-0.396981     
   6.27475000000E+07; -0.809757     ;-0.39047      
   6.27493750000E+07; -0.813586     ;-0.38558      
   6.27512500000E+07; -0.820008     ;-0.384342     
   6.27531250000E+07; -0.822663     ;-0.375054     
   6.27550000000E+07; -0.825936     ;-0.372595     
   6.27568750000E+07; -0.830535     ;-0.370428     
   6.27587500000E+07; -0.833914     ;-0.362792     
   6.27606250000E+07; -0.835684     ;-0.361554     
   6.27625000000E+07; -0.836519     ;-0.357354     
   6.27643750000E+07; -0.843276     ;-0.352557     
   6.27662500000E+07; -0.846338     ;-0.348843     
   6.27681250000E+07; -0.84923      ;-0.34433      
   6.27700000000E+07; -0.85282      ;-0.341447     
   6.27718750000E+07; -0.853378     ;-0.336067     
   6.27737500000E+07; -0.856502     ;-0.333328     
   6.27756250000E+07; -0.861817     ;-0.328391     
   6.27775000000E+07; -0.862451     ;-0.327211     
   6.27793750000E+07; -0.865269     ;-0.321755     
   6.27812500000E+07; -0.864288     ;-0.318252     
   6.27831250000E+07; -0.870507     ;-0.317558     
   6.27850000000E+07; -0.871318     ;-0.311148     
   6.27868750000E+07; -0.874614     ;-0.307801     
   6.27887500000E+07; -0.875533     ;-0.304717     
   6.27906250000E+07; -0.876052     ;-0.301677     
   6.27925000000E+07; -0.879841     ;-0.299011     
   6.27943750000E+07; -0.881862     ;-0.293016     
   6.27962500000E+07; -0.881535     ;-0.290883     
   6.27981250000E+07; -0.881786     ;-0.289296     
   6.28000000000E+07; -0.886228     ;-0.285729     
   6.28018750000E+07; -0.888257     ;-0.281589     
   6.28037500000E+07; -0.888341     ;-0.280037     
   6.28056250000E+07; -0.891288     ;-0.277658     
   6.28075000000E+07; -0.892977     ;-0.273062     
   6.28093750000E+07; -0.895692     ;-0.272095     
   6.28112500000E+07; -0.897308     ;-0.266125     
   6.28131250000E+07; -0.895459     ;-0.265126     
   6.28150000000E+07; -0.898249     ;-0.263168     
   6.28168750000E+07; -0.898431     ;-0.260451     
   6.28187500000E+07; -0.901227     ;-0.256948     
   6.28206250000E+07; -0.901528     ;-0.252141     
   6.28225000000E+07; -0.900614     ;-0.25109      
   6.28243750000E+07; -0.903694     ;-0.249019     
   6.28262500000E+07; -0.904326     ;-0.247124     
   6.28281250000E+07; -0.904345     ;-0.242197     
   6.28300000000E+07; -0.909096     ;-0.239293     
   6.28318750000E+07; -0.90566      ;-0.238531     
   6.28337500000E+07; -0.910026     ;-0.23485      
   6.28356250000E+07; -0.910431     ;-0.228512     
   6.28375000000E+07; -0.911968     ;-0.230112     
   6.28393750000E+07; -0.911505     ;-0.228155     
   6.28412500000E+07; -0.913361     ;-0.224549     
   6.28431250000E+07; -0.914637     ;-0.224304     
   6.28450000000E+07; -0.91605      ;-0.217822     
   6.28468750000E+07; -0.914614     ;-0.21671      
   6.28487500000E+07; -0.919825     ;-0.21618      
   6.28506250000E+07; -0.916714     ;-0.210746     
   6.28525000000E+07; -0.917278     ;-0.210727     
   6.28543750000E+07; -0.920653     ;-0.209034     
   6.28562500000E+07; -0.922175     ;-0.206534     
   6.28581250000E+07; -0.922756     ;-0.205758     
   6.28600000000E+07; -0.922157     ;-0.200828     
   6.28618750000E+07; -0.920153     ;-0.199075     
   6.28637500000E+07; -0.925123     ;-0.197167     
   6.28656250000E+07; -0.925499     ;-0.197031     
   6.28675000000E+07; -0.92476      ;-0.191773     
   6.28693750000E+07; -0.922802     ;-0.190861     
   6.28712500000E+07; -0.923757     ;-0.187221     
   6.28731250000E+07; -0.926159     ;-0.187597     
   6.28750000000E+07; -0.926632     ;-0.183856     
   6.28768750000E+07; -0.925628     ;-0.181978     
   6.28787500000E+07; -0.925507     ;-0.17912      
   6.28806250000E+07; -0.929404     ;-0.178096     
   6.28825000000E+07; -0.929791     ;-0.175106     
   6.28843750000E+07; -0.931769     ;-0.174168     
   6.28862500000E+07; -0.930608     ;-0.171257     
   6.28881250000E+07; -0.930617     ;-0.168438     
   6.28900000000E+07; -0.929365     ;-0.168013     
   6.28918750000E+07; -0.933299     ;-0.166278     
   6.28937500000E+07; -0.932466     ;-0.161565     
